;Nom;Adresse;Note_moyenne;Tags;Latitude;Longitude
0;Le Casse Museau;2 Rue Chavanne, 69001 Lyon France;note_test;tag_test;45.7654827;4.8324943
1;Flair;84 rue de la Charite, 69002 Lyon France;note_test;tag_test;45.7494767;4.8297218
2;L'affreux Jojo;61 Rue de la Part-Dieu, 69003 Lyon France;note_test;tag_test;45.7596229;4.8469705
3;Bistrot Orcia;15 B rue d Austerlitz, 69004 Lyon France;note_test;tag_test;45.77506768978768;4.835442863324626
4;Les Terrasses de Lyon;25 Montee Saint Barthelemy, 69005 Lyon France;note_test;tag_test;45.7630412;4.8256656
5;L'Argot;132 Rue Bugeaud, 69006 Lyon France;note_test;tag_test;45.7670338;4.856015
6;La Table de Max;46 Avenue Jean Jaures, 69007 Lyon France;note_test;tag_test;45.750447;4.8447784
7;Monplaisir Cote  Cour;64 avenue des freres lumiere, 69008 Lyon France;note_test;tag_test;45.7453249;4.8652219
8;Brasserie L'Ouest;1 Quai du Commerce, 69009 Lyon France;note_test;tag_test;45.785615500000006;4.812722560216121
