,Nom,Description
0,L'Argot,"L'ARGOT est une Boucherie - Restaurant.

Vous pouvez y venir simplement pour acheter vos viandes et/ou charcuteries ou encore venir déjeuner (du mardi au vendredi inclus) ou dîner (le vendredi et samedi soir).

Le Restaurant de L'ARGOT vous propose :

* Sa ""formule du jour"" de 12 à 22 euros (uniquement le midi du mardi au vendredi inclus), 
* Sa carte, 
* Ou, vous laisser tenter par votre viande préférée dans la vitrine du boucher. 
Le morceau sélectionné par vos soins, sera taillé devant Vous et pesé au prix/kilo de la boucherie ""à emporter"". 
Un forfait de 14 euros sera rajouté au prix de votre achat. Il correspond à la cuisson, la garniture et le service à table."
